datetime,exchange_balance,exchange_inflow,exchange_outflow,date,exchange_netflow
2025-10-19T00:00:00Z,25841.495901070164,144848.838010554,119007.34210948386,2025-10-19,25841.495901070142
2025-10-20T00:00:00Z,63139.08759205324,395155.00050195865,332015.9129099054,2025-10-20,63139.08759205323
2025-10-21T00:00:00Z,-18060.73435157501,368405.3287646304,386466.06311620545,2025-10-21,-18060.734351575025
2025-10-22T00:00:00Z,-22626.045970573836,299822.56448531966,322448.6104558935,2025-10-22,-22626.045970573847
2025-10-23T00:00:00Z,-126638.05977720967,324662.1955207573,451300.255297967,2025-10-23,-126638.05977720971
2025-10-24T00:00:00Z,-21679.55922750444,333705.10996093124,355384.66918843566,2025-10-24,-21679.55922750442
2025-10-25T00:00:00Z,14666.964309208384,118643.0356550734,103976.07134586501,2025-10-25,14666.964309208386
2025-10-26T00:00:00Z,-79827.66008191221,255529.50293451163,335357.1630164239,2025-10-26,-79827.66008191224
2025-10-27T00:00:00Z,44130.670521349486,348456.61507028,304325.9445489305,2025-10-27,44130.67052134947
2025-10-28T00:00:00Z,-85936.37116532978,336399.6197803729,422335.99094570265,2025-10-28,-85936.37116532977
2025-10-29T00:00:00Z,32904.91837821633,407135.7817290473,374230.863350831,2025-10-29,32904.91837821633
2025-10-30T00:00:00Z,23073.772311353496,377068.1212555023,353994.34894414875,2025-10-30,23073.772311353532
2025-10-31T00:00:00Z,-37843.42019026559,418988.04206662194,456831.4622568875,2025-10-31,-37843.42019026558
2025-11-01T00:00:00Z,33181.769428398715,370403.69368097244,337221.9242525737,2025-11-01,33181.76942839875
2025-11-02T00:00:00Z,-21074.52680337743,79396.15567178419,100470.68247516162,2025-11-02,-21074.526803377434
2025-11-03T00:00:00Z,42192.96472123753,431021.0839576653,388828.1192364278,2025-11-03,42192.964721237484
2025-11-04T00:00:00Z,-150624.891875966,660768.8872426269,811393.7791185929,2025-11-04,-150624.891875966
2025-11-05T00:00:00Z,20935.065310576294,516554.4935936188,495619.4282830425,2025-11-05,20935.06531057629
2025-11-06T00:00:00Z,-8354.64497467615,445921.6849949977,454276.3299696739,2025-11-06,-8354.644974676194
2025-11-07T00:00:00Z,-24439.219692122526,344425.017198356,368864.2368904785,2025-11-07,-24439.21969212254
2025-11-08T00:00:00Z,7477.239916747333,132447.21391480975,124969.97399806241,2025-11-08,7477.239916747334
2025-11-09T00:00:00Z,-19458.271111866612,161422.35284243687,180880.6239543035,2025-11-09,-19458.271111866634
2025-11-10T00:00:00Z,-104208.87915818143,298844.091634943,403052.9707931244,2025-11-10,-104208.87915818143
2025-11-11T00:00:00Z,-99162.10025687657,259497.54376704397,358659.6440239205,2025-11-11,-99162.10025687655
2025-11-12T00:00:00Z,-7542.177533661754,321032.9399669675,328575.1175006292,2025-11-12,-7542.177533661714
2025-11-13T00:00:00Z,153192.54418050256,607398.7611293583,454206.2169488558,2025-11-13,153192.54418050253
2025-11-14T00:00:00Z,773.053817444782,588838.5157009298,588065.461883485,2025-11-14,773.0538174448302
2025-11-15T00:00:00Z,66966.93454390025,212599.8870372295,145632.95249332924,2025-11-15,66966.93454390025
2025-11-16T00:00:00Z,14025.366430346714,188016.62906689383,173991.26263654712,2025-11-16,14025.366430346709
2025-11-17T00:00:00Z,87178.83469022877,460895.90441659576,373717.06972636696,2025-11-17,87178.8346902288
2025-11-18T00:00:00Z,112262.74405778522,724651.4791225425,612388.7350647573,2025-11-18,112262.74405778525
2025-11-19T00:00:00Z,-19250.46452259798,569408.7517763947,588659.2162989926,2025-11-19,-19250.464522597962
2025-11-20T00:00:00Z,72596.03970485652,572712.7500978648,500116.7103930083,2025-11-20,72596.03970485646
2025-11-21T00:00:00Z,34715.98837923367,654241.5553376155,619525.5669583819,2025-11-21,34715.98837923363
2025-11-22T00:00:00Z,-61647.08577239777,162835.62343637823,224482.709208776,2025-11-22,-61647.08577239778
2025-11-23T00:00:00Z,-1285440.4650092581,150554.25201541584,1435994.7170246742,2025-11-23,-1285440.4650092584
2025-11-24T00:00:00Z,-63767.068245406124,408663.9370801246,472431.0053255307,2025-11-24,-63767.06824540609
2025-11-25T00:00:00Z,-119249.35809526507,261034.31662875344,380283.6747240185,2025-11-25,-119249.35809526505
2025-11-26T00:00:00Z,158833.42704571685,417061.5174090652,258228.09036334837,2025-11-26,158833.42704571685
2025-11-27T00:00:00Z,5638.590392027134,204629.1908561695,198990.60046414236,2025-11-27,5638.590392027138
2025-11-28T00:00:00Z,-18850.09745165101,273725.0362246538,292575.13367630483,2025-11-28,-18850.097451651003
2025-11-29T00:00:00Z,-9692.287818656729,160004.8823289816,169697.1701476383,2025-11-29,-9692.28781865671
2025-11-30T00:00:00Z,-8946.91891626098,77998.0352589597,86944.95417522069,2025-11-30,-8946.918916260984
2025-12-01T00:00:00Z,-61645.762113023025,429046.14514590707,490691.9072589301,2025-12-01,-61645.762113023025
2025-12-02T00:00:00Z,9881.239650427093,324822.1841421662,314940.94449173915,2025-12-02,9881.239650427073
2025-12-03T00:00:00Z,-103149.61766997933,383901.3402226919,487050.9578926712,2025-12-03,-103149.61766997934
2025-12-04T00:00:00Z,35429.25939324805,398853.1219602032,363423.86256695515,2025-12-04,35429.25939324807
2025-12-05T00:00:00Z,118771.7190307752,443590.1839196687,324818.46488889353,2025-12-05,118771.71903077519
2025-12-06T00:00:00Z,-36366.34204194914,76011.4352750033,112377.77731695244,2025-12-06,-36366.342041949145
2025-12-07T00:00:00Z,5776.629100327807,130802.72199868622,125026.09289835842,2025-12-07,5776.629100327802
2025-12-08T00:00:00Z,-17793.225555068675,220523.4314424463,238316.656997515,2025-12-08,-17793.225555068697
2025-12-09T00:00:00Z,15091.185138760457,323472.3530178192,308381.16787905875,2025-12-09,15091.185138760426
2025-12-10T00:00:00Z,-59399.98411204501,372477.33154588693,431877.31565793196,2025-12-10,-59399.98411204503
2025-12-11T00:00:00Z,-131478.04285253384,287352.58357367024,418830.6264262041,2025-12-11,-131478.04285253386
2025-12-12T00:00:00Z,-1632.422166102409,543545.0054654133,545177.4276315158,2025-12-12,-1632.4221661024494
2025-12-13T00:00:00Z,-22438.49991257657,108622.52751470596,131061.02742728253,2025-12-13,-22438.499912576575
2025-12-14T00:00:00Z,-84984.328876181,100910.11088392495,185894.43976010595,2025-12-14,-84984.328876181
2025-12-15T00:00:00Z,139174.7202469775,456166.90835527354,316992.1881082961,2025-12-15,139174.72024697746
2025-12-16T00:00:00Z,34178.93672032549,372767.0729198104,338588.1361994849,2025-12-16,34178.936720325495
2025-12-17T00:00:00Z,38859.13315063426,396578.41983614065,357719.28668550635,2025-12-17,38859.1331506343
2025-12-18T00:00:00Z,46403.54239032707,407372.34752754733,360968.80513722025,2025-12-18,46403.542390327086
2025-12-19T00:00:00Z,52632.46468652345,585892.7017425256,533260.237056002,2025-12-19,52632.46468652354
2025-12-20T00:00:00Z,-6852.452395042796,89973.79638332714,96826.24877836993,2025-12-20,-6852.452395042797
2025-12-21T00:00:00Z,-15333.735122345804,101616.83779932215,116950.57292166796,2025-12-21,-15333.73512234581
2025-12-22T00:00:00Z,16192.739525934761,345405.6227740668,329212.883248132,2025-12-22,16192.739525934798
2025-12-23T00:00:00Z,-122990.65613651028,373813.5712982852,496804.2274347955,2025-12-23,-122990.65613651031
2025-12-24T00:00:00Z,131403.69021118127,408360.2333684496,276956.5431572683,2025-12-24,131403.6902111813
2025-12-25T00:00:00Z,12064.507520606776,141928.92019121634,129864.41267060957,2025-12-25,12064.50752060677
2025-12-26T00:00:00Z,-70842.32996022102,279726.9272984345,350569.2572586555,2025-12-26,-70842.32996022102
2025-12-27T00:00:00Z,3147.015655483679,116177.52155891136,113030.5059034277,2025-12-27,3147.015655483672
2025-12-28T00:00:00Z,7836.675321596777,145635.79795794043,137799.12263634367,2025-12-28,7836.675321596762
2025-12-29T00:00:00Z,-148170.0809020135,272185.2477547035,420355.32865671697,2025-12-29,-148170.08090201346
2025-12-30T00:00:00Z,123469.9180419946,369017.8257759734,245547.90773397876,2025-12-30,123469.91804199462
2025-12-31T00:00:00Z,36335.49114901895,366375.2275249034,330039.7363758845,2025-12-31,36335.491149018926
2026-01-01T00:00:00Z,-10710.83573763961,146651.81808379278,157362.65382143238,2026-01-01,-10710.835737639602
2026-01-02T00:00:00Z,-39978.33709814793,346452.43122536526,386430.7683235132,2026-01-02,-39978.33709814795
2026-01-03T00:00:00Z,19587.431899435684,124057.3298488818,104469.89794944611,2026-01-03,19587.431899435687
2026-01-04T00:00:00Z,-725.456771396765,112934.00013022608,113659.45690162283,2026-01-04,-725.4567713967554
2026-01-05T00:00:00Z,29504.24787411217,383715.08676725096,354210.8388931388,2026-01-05,29504.24787411216
2026-01-06T00:00:00Z,-23683.79106014472,337054.61701833014,360738.40807847487,2026-01-06,-23683.791060144722
2026-01-07T00:00:00Z,724.711083239415,338140.75596438866,337416.04488114925,2026-01-07,724.7110832394101
2026-01-08T00:00:00Z,-51210.690364225564,412011.48056035,463222.1709245756,2026-01-08,-51210.69036422559
2026-01-09T00:00:00Z,49577.95857488375,342980.5545879424,293402.5960130586,2026-01-09,49577.958574883756
2026-01-10T00:00:00Z,22090.646403652445,141724.5048934263,119633.85848977383,2026-01-10,22090.646403652456
2026-01-11T00:00:00Z,24746.784736385533,126051.31587975853,101304.531143373,2026-01-11,24746.78473638554
2026-01-12T00:00:00Z,14072.97834005019,260195.701400219,246122.72306016882,2026-01-12,14072.978340050176
2026-01-13T00:00:00Z,-48981.12852472627,330659.01637267147,379640.1448973978,2026-01-13,-48981.128524726315
2026-01-14T00:00:00Z,-7875.384535189381,402779.33588010725,410654.7204152967,2026-01-14,-7875.384535189427
2026-01-15T00:00:00Z,-9455.312092520913,344925.1148288611,354380.426921382,2026-01-15,-9455.312092520937
2026-01-16T00:00:00Z,-5230.738963043406,312258.2001410163,317488.93910405965,2026-01-16,-5230.738963043375
2026-01-17T00:00:00Z,-26901.98988982258,100401.74970072396,127303.73959054655,2026-01-17,-26901.989889822595
2026-01-18T00:00:00Z,-18151.419417866513,106759.2428409432,124910.66225880971,2026-01-18,-18151.419417866506
2026-01-19T00:00:00Z,-31146.32075098664,244343.38270292597,275489.7034539126,2026-01-19,-31146.320750986604
2026-01-20T00:00:00Z,8929.028138427062,442872.11404581735,433943.0859073903,2026-01-20,8929.028138427064
2026-01-21T00:00:00Z,-4346.004486402383,523820.25490442384,528166.2593908262,2026-01-21,-4346.00448640238
2026-01-22T00:00:00Z,-19711.391835759587,416744.304089861,436455.69592562056,2026-01-22,-19711.39183575957
2026-01-23T00:00:00Z,27706.06824074702,303608.0284469263,275901.9602061793,2026-01-23,27706.06824074703
2026-01-24T00:00:00Z,-25468.365958869683,75225.961516515,100694.32747538468,2026-01-24,-25468.365958869676
2026-01-25T00:00:00Z,-44351.178666045635,240050.7117693805,284401.89043542615,2026-01-25,-44351.17866604566
2026-01-26T00:00:00Z,-26196.696401394653,498845.29250279086,525041.9889041855,2026-01-26,-26196.696401394613
2026-01-27T00:00:00Z,-41881.16241762837,308011.0108024834,349892.17322011176,2026-01-27,-41881.16241762834
2026-01-28T00:00:00Z,-29063.74455910058,298168.1570163953,327231.9015754959,2026-01-28,-29063.744559100596
2026-01-29T00:00:00Z,-8197.021578559787,316629.75993488065,324826.7815134405,2026-01-29,-8197.021578559827
2026-01-30T00:00:00Z,34660.447677691176,418160.5600173507,383500.11233965954,2026-01-30,34660.447677691176
2026-01-31T00:00:00Z,-10051.659836988958,570451.2564028644,580502.9162398532,2026-01-31,-10051.659836988896
2026-02-01T00:00:00Z,91906.90943845204,502175.52380645694,410268.6143680049,2026-02-01,91906.90943845204
2026-02-02T00:00:00Z,-32290.4219863542,586342.5596940349,618632.981680389,2026-02-02,-32290.421986354166
2026-02-03T00:00:00Z,-3900.674058665501,471185.83851603616,475086.5125747017,2026-02-03,-3900.6740586655214
2026-02-04T00:00:00Z,69624.10246947144,542238.5403516283,472614.43788215687,2026-02-04,69624.10246947146
2026-02-05T00:00:00Z,-176669.08751981743,739337.6789744365,916006.7664942539,2026-02-05,-176669.0875198174
