scope,signal,description,horizon,full_ic,full_tstat,full_pval,full_n,hit_rate,is_ic,is_tstat,is_n,oos_ic,oos_tstat,oos_n,sign_consistent
PANEL,ls_divergence_count,Top trader - general L/S (count-based),7d,-0.09570969776660435,-17.177710815456717,7.716708324053017e-66,31919,0.46395563770794823,0.013008966746747808,1.8490322661286214,20201,-0.13559979960158053,-14.814215096755305,11718,False
PANEL,ls_divergence_count,Top trader - general L/S (count-based),14d,-0.11905095904473714,-21.357672430804566,1.6906780842422215e-100,31730,0.452410967538607,0.030015662909913237,4.267844612006937,20201,-0.15328553488171576,-16.654147554654745,11529,False
PANEL,ls_divergence_ratio,Top trader / general L/S ratio,1d,-0.029076253975716504,-5.209937634075357,1.900704997829102e-07,32081,0.48832642373990837,0.00802744712551445,1.1409231220406102,20201,-0.04550686586657719,-4.9647654667901975,11880,False
PANEL,ls_divergence_ratio,Top trader / general L/S ratio,3d,-0.05013442077191118,-8.98311684973057,2.7725155744640067e-19,32027,0.4879632809816717,0.016044136981762405,2.2805374049329767,20201,-0.07025661072470354,-7.6585031699604835,11826,False
PANEL,ls_divergence_ratio,Top trader / general L/S ratio,7d,-0.10164258196521758,-18.253316494262872,4.641833821387063e-74,31919,0.4749835521162944,-0.007737124223634057,-1.0996576601190504,20201,-0.11248816903849639,-12.253545091135464,11718,True
PANEL,ls_divergence_ratio,Top trader / general L/S ratio,14d,-0.12152650737175223,-21.808372823048643,1.1368568128669908e-104,31730,0.4624015127639458,0.009188774881479338,1.3059930976337564,20201,-0.12344902444019176,-13.356126827672432,11529,False
PANEL,ls_divergence_zscore,L/S divergence z-score (20d),1d,-0.004998369663251571,-0.8773067134551122,0.3803269082847435,30808,0.49516359387172165,0.01403002353317605,1.9303255770838759,18928,-0.03759133538459729,-4.0998359929226735,11880,False
PANEL,ls_divergence_zscore,L/S divergence z-score (20d),3d,-0.00602243652259317,-1.0561285676173076,0.29091777705221766,30754,0.49697600312154516,0.024755411312607004,3.406690501756348,18928,-0.05645910713519736,-6.149070992309225,11826,False
PANEL,ls_divergence_zscore,L/S divergence z-score (20d),7d,-0.037551265553109295,-6.57814920514015,4.840036377104379e-11,30646,0.4874698166155453,-0.007015311581390632,-0.9651327874567355,18928,-0.0934466050715979,-10.159158239193111,11718,True
PANEL,ls_divergence_zscore,L/S divergence z-score (20d),14d,-0.01775410074831785,-3.0988206352282455,0.0019446951453908233,30457,0.49561677118560593,0.01759385766125584,2.420793357294171,18928,-0.08278019241630205,-8.918210407452582,11529,False
PANEL,oi_price_div_5d,OI-price divergence (5d),1d,-0.022006877205188062,-4.286167518397956,1.82230089003475e-05,37917,0.497639581190495,-0.015808265766674046,-2.551040137576291,26037,-0.04166428877422507,-4.544780463457965,11880,True
PANEL,oi_price_div_5d,OI-price divergence (5d),3d,-0.01943349905402677,-3.7820656861606836,0.0001557712902597296,37863,0.49694952856350527,-0.015931474643719187,-2.570927852188328,26037,-0.03461432815316951,-3.7661572421788354,11826,True
PANEL,oi_price_div_5d,OI-price divergence (5d),7d,-0.02105261784547415,-4.09145807042265,4.295587311855844e-05,37755,0.49664945040392,-0.012490987745995606,-2.015623700415041,26037,-0.05385137011390249,-5.837368015568774,11718,True
PANEL,oi_price_div_5d,OI-price divergence (5d),14d,-0.0043036364737422195,-0.8341142051068999,0.40422193525003125,37566,0.5102220092636959,-0.003855499940391669,-0.6221036073210391,26037,-0.02242541930910664,-2.408285381507908,11529,True
PANEL,oi_price_div_10d,OI-price divergence (10d),1d,-0.019369713842084368,-3.765612850523183,0.0001663927308021128,37782,0.4957122439256789,-0.009058149266283079,-1.4578309720999298,25902,-0.049150103322048735,-5.363166747361441,11880,True
PANEL,oi_price_div_10d,OI-price divergence (10d),3d,-0.01851580858098109,-3.59697584195905,0.00032234958023827744,37728,0.49647476675148433,0.001758177099948847,0.28295226346396124,25902,-0.07381665246025958,-8.04864931699733,11826,False
PANEL,oi_price_div_10d,OI-price divergence (10d),7d,-0.02083771695259997,-4.042428002507522,5.300577008963377e-05,37620,0.49859117490696436,-0.00386010840252507,-0.6212302839156606,25902,-0.0749885900607985,-8.139718717734155,11718,True
PANEL,oi_price_div_10d,OI-price divergence (10d),14d,-0.009029818591296142,-1.7470319354714297,0.08064000021436887,37431,0.5042077422457322,-0.014589738887980251,-2.3482462011680405,25902,-0.0105642291190588,-1.1342797894294827,11529,True
PANEL,oi_price_div_20d,OI-price divergence (20d),1d,-0.012507461266809487,-2.422571876067669,0.015415781253271338,37512,0.5003198976327575,-0.0184390523016997,-2.952478485296079,25632,-0.006175375273413732,-0.6730437506794482,11880,True
PANEL,oi_price_div_20d,OI-price divergence (20d),3d,-0.018246259449444743,-3.531887405858076,0.00041310078013663326,37458,0.49861177852528166,-0.023633647297461657,-3.784655679281754,25632,-0.017272860932107125,-1.8785003610599864,11826,True
PANEL,oi_price_div_20d,OI-price divergence (20d),7d,-0.015701202792143508,-3.034730554867941,0.002409162370755082,37350,0.49866131191432395,-0.033221727236471765,-5.321527433669556,25632,0.00789928167859557,0.8550486627815439,11718,False
PANEL,oi_price_div_20d,OI-price divergence (20d),14d,0.010013758053710397,1.9304158672667249,0.053562930403122135,37161,0.5146793681547859,-0.007897489927976094,-1.2643779918342348,25632,0.02666040740563747,2.8633822371303426,11529,False
PANEL,taker_ratio_zscore,Taker buy/sell z-score (20d),1d,-0.029725877886337217,-5.558412961719606,2.7422325577812263e-08,34936,0.4884073734829402,-0.0456727525296988,-6.941986623050004,23056,0.0011858492271216447,0.12924133657194486,11880,False
PANEL,taker_ratio_zscore,Taker buy/sell z-score (20d),3d,-0.03922110853379998,-7.3306485055372805,2.340054564712361e-13,34882,0.4877873975116106,-0.054727965124448705,-8.322116854565435,23056,-0.009309726157860727,-1.0123669025466382,11826,True
PANEL,taker_ratio_zscore,Taker buy/sell z-score (20d),7d,-0.04285875509039525,-7.99933023691841,1.2894832200641758e-15,34774,0.4877782251107149,-0.0791295689691185,-12.052465141734585,23056,0.028433533216932972,3.0789039310193944,11718,False
PANEL,taker_ratio_zscore,Taker buy/sell z-score (20d),14d,-0.052482459451882756,-9.773372432894739,1.5667662681193048e-22,34585,0.48474772300130115,-0.08999257863799427,-13.71973121300053,23056,0.016175856885479768,1.7369298079512796,11529,False
PANEL,taker_ratio_raw,Taker buy/sell ratio (raw),1d,-0.015236396217609265,-2.8827531527068397,0.003944508766483325,35791,0.48752479673660976,-0.018997889115441043,-2.9380855780714747,23911,0.007965553064265359,0.868163202311132,11880,False
PANEL,taker_ratio_raw,Taker buy/sell ratio (raw),3d,-0.018105485686594636,-3.423168420650458,0.0006196509508390066,35737,0.48633069367882026,-0.014506202058975475,-2.2432626610749566,23911,0.00591740524369694,0.64345936560264,11826,False
PANEL,taker_ratio_raw,Taker buy/sell ratio (raw),7d,-0.013217577467347382,-2.4950510229566913,0.012598392126599633,35629,0.47377136602206066,-0.012503537839520261,-1.9335151079527266,23911,0.04096448091568066,4.437739815304502,11718,False
PANEL,taker_ratio_raw,Taker buy/sell ratio (raw),14d,-0.002760128304765893,-0.5195956744068663,0.6033486588301095,35440,0.4608916478555305,0.013404537442814331,2.0728675794548623,23911,0.03294303556203848,3.5388124563276833,11529,True
PANEL,taker_ratio_range,Taker ratio intraday range,1d,-0.01907909160115912,-3.610036005819901,0.0003065723591564632,35791,0.48752479673660976,-0.01656317302000655,-2.561437861112331,23911,-0.008578669458448386,-0.9349913137400414,11880,True
PANEL,taker_ratio_range,Taker ratio intraday range,3d,-0.020971610908123283,-3.9652831903254953,7.345154445903459e-05,35737,0.48633069367882026,-0.0221193406471077,-3.421047872958036,23911,0.0140007561483764,1.5225665057113442,11826,False
PANEL,taker_ratio_range,Taker ratio intraday range,7d,-0.018353569442959523,-3.4648411240868513,0.0005311688005165039,35629,0.47377136602206066,-0.01459094174455619,-2.2563697261006284,23911,0.03238583378984093,3.5072977521540722,11718,False
PANEL,taker_ratio_range,Taker ratio intraday range,14d,-0.017010188760319202,-3.202628578631352,0.0013629977529961666,35440,0.4608916478555305,-0.0008202905836390922,-0.1268377642868323,23911,0.02291198390285077,2.4605651318487003,11529,False
PANEL,ls_ratio_range,L/S ratio intraday range,1d,-0.020467679253270733,-3.976360273610362,7.010845908013616e-05,37729,0.4867343422831244,-0.03074040252569569,-4.944471939638183,25849,-0.021917440706025998,-2.389273343335798,11880,True
PANEL,ls_ratio_range,L/S ratio intraday range,3d,-0.024386597369359,-4.734732941152,2.2014055564652367e-06,37675,0.4842468480424685,-0.046626878304732784,-7.504366186049276,25849,-0.021871328498803293,-2.3788183087249006,11826,True
PANEL,ls_ratio_range,L/S ratio intraday range,7d,-0.045190701604194514,-8.767680026356507,1.8988360473329058e-18,37567,0.4698006228871084,-0.07398332684982947,-11.926987256948998,25849,-0.05833766348751044,-6.325268804001282,11718,True
PANEL,ls_ratio_range,L/S ratio intraday range,14d,-0.057384665004357,-11.112416406724762,1.2105841520742374e-28,37378,0.45556209535020603,-0.11330879490938488,-18.334736452633773,25849,-0.03850355151662141,-4.136957901337392,11529,True
PANEL,oi_dispersion,Cross-token OI z-score dispersion,1d,-0.003448823578570192,-0.6658234465145727,0.5055280770962105,37273,0.4861427843210903,0.017801275717188463,2.8370033675139115,25393,-0.061428095072838536,-6.707483976011483,11880,False
PANEL,oi_dispersion,Cross-token OI z-score dispersion,3d,-0.022057689199814386,-4.256340575404976,2.083082960148531e-05,37219,0.4834358795238991,0.0022211998968279037,0.3539391623374034,25393,-0.10386215223083312,-11.355197620113792,11826,False
PANEL,oi_dispersion,Cross-token OI z-score dispersion,7d,0.003937315460428055,0.7584783767980048,0.448169470045072,37111,0.4670852307941042,0.008548630588103588,1.3622359037207363,25393,-0.04921622770354778,-5.333651367476784,11718,False
PANEL,oi_dispersion,Cross-token OI z-score dispersion,14d,0.022188915684876135,4.264556419177663,2.0079717991136413e-05,36922,0.4503006337684849,0.028951512417550222,4.615228903436586,25393,-0.05251362990837988,-5.645856503420958,11529,False
PANEL,toptrader_ls_dispersion,Cross-token top trader L/S dispersion,1d,0.003175912327871963,0.5543700964293464,0.5793296558005323,30471,0.4885957139575334,-0.0006065033408003534,-0.08269158016774762,18591,-0.01901252010196208,-2.0724776436477805,11880,True
PANEL,toptrader_ls_dispersion,Cross-token top trader L/S dispersion,3d,-0.0072399841569923025,-1.2626788580825001,0.20671429556898516,30417,0.49071243054870634,-0.012338348805403488,-1.6823568360490744,18591,-0.04284921050435754,-4.663630089646234,11826,True
PANEL,toptrader_ls_dispersion,Cross-token top trader L/S dispersion,7d,-0.01962206912589095,-3.4166453349152675,0.0006348101877500201,30309,0.47642614404962225,-0.02261745151939764,-3.0844859168800167,18591,-0.07850252241251245,-8.52345426345543,11718,True
PANEL,toptrader_ls_dispersion,Cross-token top trader L/S dispersion,14d,0.046730274059699775,8.118692629052157,4.890413345051353e-16,30120,0.4614209827357238,0.043828378686946945,5.981373801893548,18591,-0.04605886321205845,-4.950311307242132,11529,False
PANEL,taker_dispersion,Cross-token taker ratio dispersion,1d,-0.03221741175667125,-6.000141712089196,1.99098603791293e-09,34651,0.4866814810539378,-0.03609668766641995,-5.450325645267528,22771,-0.02203629067345821,-2.4022357439429842,11880,True
PANEL,taker_dispersion,Cross-token taker ratio dispersion,3d,-0.019643233946189897,-3.65429379399977,0.0002582719823736906,34597,0.48660288464317714,-0.03361383096292954,-5.074993395956107,22771,0.018005265178974293,1.958177881878944,11826,False
PANEL,taker_dispersion,Cross-token taker ratio dispersion,7d,-0.04966557782076315,-9.234629868332949,2.735227422969023e-20,34489,0.4730493780625707,-0.09033386354685723,-13.68679616993862,22771,0.05566437511529219,6.034494555265592,11718,False
PANEL,taker_dispersion,Cross-token taker ratio dispersion,14d,-0.0766205462590715,-14.23174674091885,7.863642858797176e-46,34300,0.46005830903790085,-0.11011822518563281,-16.71784941980047,22771,0.022696230460452597,2.4373829270378815,11529,False
