indicator,pearson_r,pearson_p,transfer_entropy,mutual_info,ccm_convergence,ccm_final_corr,composite_score,direction
gap_up,-0.10057711332921118,0.1564667205850287,0.025938710426170023,0.018501170319874697,-0.01419066041560223,0,0.4231264628998434,-1.0
macd_5_13,0.006573917531101302,0.926390174496562,0.32798588528864236,0.12153950109940594,9.735734619693325e-05,0,0.41217468205569713,1.0
rsi_7,-0.0568287618525531,0.4241230007483721,0.34792133772887845,0.0534566640694698,-0.006685796488771558,0,0.4020639728656669,-1.0
vwap_dev,-0.007559020498035097,0.9153981624206213,0.3822107107292505,0.0989336962653932,0.002438973708109765,0,0.3947615459112332,-1.0
price_to_sma_20,-0.006022264455343714,0.9325518813089754,0.3835646487630428,0.09965381108997998,0.0021215234223824777,0,0.39208675423502043,-1.0
momentum_21,-0.031535642935378735,0.657551508841778,0.252399874099591,0.05119187502351015,-0.020071991896525074,0,0.36129330818245575,-1.0
roc_21,-0.03153564293537873,0.657551508841778,0.252399874099591,0.05119187502351015,-0.020071991896525074,0,0.36129330818245575,-1.0
higher_high,-0.03595895571700628,0.6131989673791552,0.08240854193933077,0.003663974035982109,0.011916472698274498,0,0.356184291913585,-1.0
inside_bar,0.0660116606481209,0.35304055258573386,0.07805232910950441,0.005358816971406153,-0.013953841238069423,0,0.35571601218643906,1.0
upper_shadow,-0.032887440183583846,0.6438601259063597,0.33321895324503337,0.03783100946742529,-0.009805891117101522,0,0.34661992210965736,-1.0
body_ratio,0.004006572193888784,0.9550975964310238,0.30383934643769084,0.03387071583803263,0.009366659147143202,0,0.3358148896769468,1.0
lower_shadow,0.026305461322056516,0.7115705688845982,0.20637406048361262,0.01808402836058754,0.0038219156698871336,0,0.3273508901133677,1.0
gap_down,0.006981933178196068,0.9218356269727248,0.07519522028271462,0.0066547058112383616,0.01330419522926206,0,0.3220080629483903,1.0
